Feedback,Sentiment
"The tables in the laboratory have a black, heat-resistant top surface.",Neutral
There are two fire extinguishers located in the hallway outside our designated classroom area.,Neutral
The classroom walls are painted in a standard cream color with a brown wooden trim at the bottom.,Neutral
Students are required to leave their bags in the open cubbies provided before entering the computer laboratory.,Neutral
The windows in the social hall consist of clear glass slats held by metal frames that can be adjusted.,Neutral
A digital clock is mounted on the wall directly above the center of the whiteboard in Room 204.,Neutral
The classroom floor is made of polished concrete and is swept every afternoon by the maintenance staff.,Neutral
There are three industrial-sized ceiling fans installed in the center of the room to provide airflow.,Neutral
The Wi-Fi access point is visible on the ceiling in the hallway between the two main lecture halls.,Neutral
Our current laboratory session is scheduled to take place in the basement of the science building wing.,Neutral
"The tables in the chemistry lab are rectangular with black, chemical-resistant surfaces and metal legs.",Neutral
A fire evacuation map is posted on the wall next to the main entrance door of the classroom.,Neutral
The building's directory is displayed on a bulletin board near the main entrance lobby for student reference.,Neutral
"Our classroom has two separate entrances, one at the front and one at the back of the room.",Neutral
The lighting fixtures in the library consist of several rows of long fluorescent tubes mounted to the ceiling.,Neutral
There is a single electrical outlet located at the base of the professor's wooden podium.,Neutral
The staircase leading to the fourth floor has a metal handrail on both sides for students to use.,Neutral
A map of the university campus is displayed under a glass frame in the student center area.,Neutral
There is a sink for handwashing located in the far corner of the biology laboratory room.,Neutral
"The curtains in the AV room are made of a thick, dark brown fabric that can be pulled closed.",Neutral
A metal trash bin is positioned outside the classroom door for the disposal of general waste.,Neutral
The chairs in the graduate wing are upholstered in blue fabric and are arranged in circular groups.,Neutral
There is a small wooden platform where the teacher's desk and chair are permanently placed.,Neutral
The hallway floor tiles are arranged in a checkered pattern of white and tan ceramic pieces.,Neutral
A sign on the wall indicates the maximum student occupancy allowed in the lecture hall at one time.,Neutral
The windows face the east side of the campus toward the university's main agricultural fields.,Neutral
There are five rows of desks in the computer lab with a central aisle for student movement.,Neutral
The Wi-Fi network for the department is visible on the available network list on my mobile device.,Neutral
A manual bell is used to signal the end of each class period in the older buildings of the campus.,Neutral
"The lockers in the hallway are made of steel, painted grey, and are numbered sequentially.",Neutral
There is a metal tray for whiteboard markers and erasers attached to the bottom of the board.,Neutral
A podium made of dark wood is positioned at the front of the room for student presentations.,Neutral
A small smoke detector is installed on the ceiling near the center of the classroom.,Neutral
"The classroom door has a small circular window made of clear, reinforced glass.",Neutral
"The library has three separate floors, with the research section located on the uppermost level.",Neutral
There are four windows on the left wall and no windows on the right wall of this classroom.,Neutral
The electrical wiring is housed in white plastic conduits that run along the ceiling.,Neutral
A copy of the university's dress code policy is posted on the bulletin board next to the door.,Neutral
There is a shelf at the back of the room intended for storing student laboratory manuals.,Neutral
The floor in the main auditorium is covered with a dark red carpet and has sloping aisles.,Neutral
There is a light switch located immediately to the left as you enter the classroom.,Neutral
The desks are arranged in a large semi-circle around the instructor's designated teaching area.,Neutral
A small air conditioning unit is mounted on the wall near the back entrance of the room.,Neutral
There is a bulletin board used for displaying the weekly class schedule for this building.,Neutral
The computer lab is equipped with ten desktop computers and two network printers.,Neutral
There is a water dispenser located in the hallway next to the faculty restroom area.,Neutral
The ceiling height in the old Main Building is approximately three and a half meters.,Neutral
A sign on the wall indicates the room number and the name of the department it belongs to.,Neutral
There is a storage cabinet in the corner of the room for keeping general cleaning supplies.,Neutral
The classroom contains two large whiteboards that occupy most of the front wall space.,Neutral
Our building is located within walking distance of the university's main student center.,Neutral
"There are six ceiling fans in total, with three on each side of the room.",Neutral
Our building is located within walking distance of the university's main student center.,Neutral
The classroom contains two large whiteboards that occupy most of the front wall space.,Neutral
The windows in the Main Building are fixed and cannot be opened by students.,Neutral
A digital clock is mounted on the wall directly above the whiteboard.,Neutral
The classroom floor is made of standard grey concrete with a matte finish.,Neutral
There are five rows of chairs with a central aisle for student movement.,Neutral
The Wi-Fi access point is visible on the ceiling near the center of the hall.,Neutral
Our current classroom assignment is located on the ground floor of the wing.,Neutral
"The tables in the laboratory have a black, heat-resistant top surface.",Neutral
A fire extinguisher is positioned in a red box next to the professor's desk.,Neutral
The hallway walls are painted in a light beige color with no decorative murals.,Neutral
Students are expected to use the attendance logbook placed on the podium.,Neutral
The computer lab contains twenty desktop units arranged in four separate rows.,Neutral
There is a single electrical outlet located at the base of the instructor's table.,Neutral
The building's directory is posted on a bulletin board near the main lobby stairs.,Neutral
"Our classroom has two entrance doors, one at the front and one at the back.",Neutral
The lighting in the library consists of several rows of long fluorescent tubes.,Neutral
There is a small sink for handwashing located in the corner of the chemistry laboratory.,Neutral
"The curtains in the AV room are made of a thick, dark brown polyester fabric.",Neutral
A metal trash bin is positioned outside the classroom door for general refuse.,Neutral
The chairs in the graduate wing are upholstered in blue fabric with metal frames.,Neutral
There is a small wooden platform where the teacher's desk and chair are placed.,Neutral
The hallway floor tiles are arranged in a checkered pattern of white and tan.,Neutral
A map of the university campus is displayed under glass in the student center.,Neutral
The windows face the east side of the campus toward the agricultural fields.,Neutral
There are five rows of desks in the computer lab with an aisle down the middle.,Neutral
The Wi-Fi network name for our department is visible on the available network list.,Neutral
A manual bell is used to signal the end of the class period in the older building.,Neutral
The lockers are made of steel and are painted in a standard grey color.,Neutral
There is a whiteboard marker tray attached to the bottom of the board.,Neutral
The staircase leading to the fourth floor has a metal handrail on both sides.,Neutral
There is a podium made of dark wood used for student presentations.,Neutral
A small fire alarm sensor is installed on the ceiling near the center of the room.,Neutral
The classroom door has a small circular window made of reinforced glass.,Neutral
"The library has three floors, with the research section located on the top level.",Neutral
There are four windows on the left wall and none on the right wall of the room.,Neutral
The electrical wiring is housed in white plastic conduits along the ceiling.,Neutral
A notice regarding the university's dress code is posted on the classroom door.,Neutral
There is a shelf in the back of the room for storing student laboratory manuals.,Neutral
The floor in the auditorium is carpeted in a dark red color.,Neutral
There is a light switch located immediately to the left of the main entrance.,Neutral
The desks are arranged in a semi-circle around the instructor's area.,Neutral
A small air conditioning unit is mounted on the wall near the back of the room.,Neutral
There is a bulletin board used for displaying the weekly class schedule.,Neutral
The computer lab is equipped with ten desktop computers and two printers.,Neutral
There is a water dispenser located in the hallway next to the faculty office.,Neutral
The ceiling height in the old Main Building is approximately four meters.,Neutral
A sign on the wall indicates the maximum occupancy of the lecture hall.,Neutral
There is a storage cabinet in the corner for keeping cleaning supplies.,Neutral
There are three ceiling fans installed in the center of the classroom to provide airflow.,Neutral
Our building is situated directly across from the university’s main library complex.,Neutral
There is a fire evacuation map posted on the back of the classroom door.,Neutral
The windows in the social hall consist of glass slats held by metal frames.,Neutral
A wooden podium is positioned at the front center of the lecture room.,Neutral
The classroom floor is made of polished concrete with no additional carpeting.,Neutral
There are exactly forty-eight armchairs arranged in six rows inside this room.,Neutral
The Wi-Fi access point is mounted on the wall near the ceiling of the main lobby.,Neutral
Our current laboratory assignment is located in the basement of the science wing.,Neutral
"The tables in the chemistry lab are finished with a dark, acid-resistant laminate.",Neutral
A fire extinguisher is housed in a red metal box near the classroom entrance.,Neutral
The walls are painted in a light beige color throughout the entire department.,Neutral
Students are required to sign a logbook before using the computer lab equipment.,Neutral
The computer monitors in the lab are standard twenty-inch models of the same brand.,Neutral
There is a single power outlet located at the base of the professor's desk.,Neutral
The building directory is displayed on a bulletin board near the main entrance door.,Neutral
"Our classroom has two separate entrances, one at the front and one at the back.",Neutral
The lighting in the library consists of several rows of long fluorescent tubes.,Neutral
There is a sink for hand washing located in the corner of the biology lab.,Neutral
"The curtains in the AV room are made of a thick, opaque navy blue fabric.",Neutral
A plastic trash bin is positioned outside the door for general student waste.,Neutral
The chairs in the graduate wing are upholstered in a dark blue fabric.,Neutral
There is a small wooden platform where the instructor's desk is placed.,Neutral
The hallway floor is covered in square ceramic tiles of a neutral tan color.,Neutral
A map of the entire university campus is displayed in the student center lobby.,Neutral
The windows face the east side of the campus toward the sports field.,Neutral
There are four rows of computers in the laboratory with a central aisle.,Neutral
The Wi-Fi network name for the department is visible on my mobile device.,Neutral
A manual bell is used to signal the end of each class period in this building.,Neutral
The lockers are made of grey-painted steel and are numbered sequentially.,Neutral
There is a metal tray for markers and erasers at the bottom of the whiteboard.,Neutral
The staircase to the upper floors has a metal handrail on both sides.,Neutral
A podium made of dark-colored wood is available for student presentations.,Neutral
A small smoke detector is installed on the ceiling near the center of the room.,Neutral
The classroom door has a small circular window made of clear glass.,Neutral
"The library has three separate floors, with the reference section on the top level.",Neutral
There are five windows on the left wall and none on the right wall of the room.,Neutral
The electrical wiring is housed in white plastic conduits along the wall.,Neutral
A copy of the university's dress code policy is posted on the classroom door.,Neutral
There is a shelf at the back of the room for storing student lab manuals.,Neutral
The floor in the main auditorium is covered with a dark grey carpet.,Neutral
There is a light switch located immediately to the left of the classroom entrance.,Neutral
The desks are arranged in a large semi-circle around the teacher's area.,Neutral
A small air conditioning unit is mounted on the wall near the back door.,Neutral
There is a bulletin board used for displaying the daily class schedule.,Neutral
The computer lab contains fifteen desktop PCs and one network printer.,Neutral
There is a water dispenser located in the hallway next to the faculty office.,Neutral
The ceiling height in the Main Building is approximately three and a half meters.,Neutral
A sign on the wall indicates the maximum student occupancy of the room.,Neutral
There is a storage cabinet in the corner for keeping janitorial supplies.,Neutral
The classroom is equipped with a single whiteboard and two bulletin boards for announcements.,Neutral
There are five rows of wooden armchairs facing the main whiteboard in the room.,Neutral
The windows in the CBA building are tinted and can be opened horizontally.,Neutral
A small speaker system is installed in the ceiling corners of the lecture hall.,Neutral
The classroom floor is finished with plain white ceramic tiles throughout the area.,Neutral
There is a wall-mounted fan located directly behind the professor's desk.,Neutral
The Wi-Fi signal icon on my laptop shows three out of four bars in this room.,Neutral
Our building is situated next to the university's research and development office.,Neutral
The lighting in the corridor is provided by several recessed LED panel lights.,Neutral
There is a metal cabinet in the back of the room used for storing laboratory gowns.,Neutral
The classroom door is made of solid wood and has a silver-colored handle.,Neutral
A digital projector is fixed to a mount hanging from the center of the ceiling.,Neutral
The curtains in the multimedia room are made of a heavy grey polyester material.,Neutral
There is a sink for hand washing located near the entrance of the chemistry lab.,Neutral
The hallway walls are painted in a light shade of blue with a white trim.,Neutral
Our classroom is located on the second level of the Arts and Sciences building.,Neutral
There are two electrical outlets available on the wall near the back of the room.,Neutral
A standard-sized wooden podium is placed on the left side of the whiteboard.,Neutral
The Wi-Fi network for the college requires a student ID login for access.,Neutral
There is a small fire alarm sensor installed on the ceiling near the exit.,Neutral
The tables in the student lounge are round and made of a white plastic material.,Neutral
A map of the building's emergency exits is posted next to the light switch.,Neutral
The chairs are made of a combination of metal frames and wooden backrests.,Neutral
There is a bulletin board used for displaying the daily schedule of the lab.,Neutral
The computer lab contains twenty desktop units arranged in four separate rows.,Neutral
Our classroom windows face the main parking lot of the university campus.,Neutral
There is a single fluorescent light fixture installed above the instructor's area.,Neutral
The electrical wiring is contained within white conduits running along the walls.,Neutral
A plastic trash bin is positioned in the corner near the back entrance.,Neutral
There is a shelf for storing textbooks located at the rear of the classroom.,Neutral
The floor in the computer laboratory is covered with blue linoleum sheets.,Neutral
There is a light switch located immediately to the right of the classroom door.,Neutral
The desks are arranged in a straight line with an aisle on the far left side.,Neutral
A small air conditioning unit is located on the wall near the front of the room.,Neutral
There is a notice on the door regarding the change in the room's office hours.,Neutral
The computer lab is equipped with twelve desktop computers and one printer.,Neutral
There is a water dispenser located in the hallway next to the faculty restroom.,Neutral
The ceiling height in the new Annex building is approximately three meters.,Neutral
A sign on the wall indicates the room number and the department name.,Neutral
There is a storage cabinet in the corner for keeping various office supplies.,Neutral
The classroom contains two large whiteboards that occupy most of the front wall.,Neutral
Our building is located within walking distance of the student center.,Neutral
"There are six ceiling fans in total, with three on each side of the room.",Neutral
The windows in the Main Building are fixed and cannot be opened by students.,Neutral
A digital clock is mounted on the wall directly above the whiteboard.,Neutral
The classroom floor is made of standard grey concrete with a matte finish.,Neutral
There are five rows of chairs with a central aisle for student movement.,Neutral
The Wi-Fi access point is visible on the ceiling near the center of the hall.,Neutral
Our current classroom assignment is located on the ground floor of the wing.,Neutral
"The tables in the laboratory have a black, heat-resistant top surface.",Neutral
"The air conditioning in the CBA building is always breaking down, making the afternoon classes unbearable due to the extreme heat.",Negative
I am very disappointed with the Wi-Fi speed in the library; it’s too slow to even load a simple research paper.,Negative
Most of the armchairs in Room 302 are wobbly and have rough edges that keep snagging my clothes during lectures.,Negative
The lighting in the engineering lab is so dim that it’s hard to see the markings on our measurement tools clearly.,Negative
It’s frustrating that the projectors in the Main Building are so old; the image is always blurry and the colors are washed out.,Negative
"The ventilation in the social hall is practically non-existent, and the room feels extremely stuffy when it’s at full capacity.",Negative
I hate how the ceiling fans make a loud clicking noise that makes it very difficult to hear what the professor is saying.,Negative
"The restrooms near the science wing are always out of water, and the lack of proper maintenance is honestly disgusting.",Negative
"There are not enough electrical outlets in the study lounge, so students are always fighting over the few that actually work.",Negative
The whiteboards are so stained with old ink that it’s almost impossible to read the new notes written on them.,Negative
Our classroom floor is always dusty and looks like it hasn't been swept or mopped in weeks.,Negative
The computer units in the IT lab are incredibly slow and frequently freeze while we are trying to compile our code.,Negative
I am very unsatisfied with the acoustics in the auditorium; there is a terrible echo that ruins the audio quality of seminars.,Negative
"The window blinds in our room are broken, so the afternoon sun hits our laptop screens directly, causing a massive glare.",Negative
It is dangerous that the stairs in the Annex building become extremely slippery whenever it rains because there are no non-slip mats.,Negative
"The tables in the student center are covered in sticky residue and graffiti, which makes it a very unappealing place to study.",Negative
I am frustrated by the lack of a reliable backup generator; our lab work was completely lost during the last power interruption.,Negative
"The curtains in the AV room are too thin to block out the sunlight, making it hard to see the screen during film showings.",Negative
"Most of the lockers in our department are rusted shut or have broken locks, making them completely useless for students.",Negative
The Wi-Fi signal in the canteen is so patchy that it keeps disconnecting every time I try to check my university email.,Negative
There is a constant smell of stagnant water near the building entrance that makes walking into class a very unpleasant experience.,Negative
I find the chairs in the social science hall very uncomfortable; they are too small and provide zero back support for long classes.,Negative
"The projectors frequently overheat and shut down in the middle of our presentations, which is extremely embarrassing and stressful.",Negative
"There aren't enough trash bins in the hallways, leading to a lot of litter piling up near the classroom doors.",Negative
"The ceiling in our classroom has several water leaks, and it’s worrying to see the tiles sagging every time it rains heavily.",Negative
I am very unhappy with the slow internet speed on campus; it’s almost impossible to use for our online research assignments.,Negative
The lab equipment we are forced to use is outdated and half of the pieces are missing or broken.,Negative
It is far too noisy in our room because the walls are so thin that we can hear the neighboring class's entire lecture.,Negative
"The lighting in the parking lot is very poor, and I feel quite unsafe walking back to my motorcycle after my night classes.",Negative
Our classroom is way too small for fifty students; we are all squeezed together and there is no room to move comfortably.,Negative
The lack of working microphones in the large lecture hall means we can barely hear anything the speaker says.,Negative
I am disappointed that the new building already has peeling paint and cracked floor tiles in the main lobby area.,Negative
"The elevators are constantly out of service, forcing us to climb five flights of stairs in this humid weather every day.",Negative
There is a serious mosquito problem in the ground floor classrooms because there are no screens on the windows.,Negative
"The Wi-Fi password for the student network is rarely updated and the connection is frequently ""limited"" or non-responsive.",Negative
I hate how the desks are so narrow that there is no space for both my textbook and my laptop at the same time.,Negative
The wall-mounted fans are so dusty that they just blow dirt all over our notebooks whenever they are turned on.,Negative
The audio system in the mini-theater is distorted and makes every video presentation sound like a muffled mess.,Negative
I am very unsatisfied with the cleanliness of the library desks; they are often sticky and covered in old food crumbs.,Negative
"The electrical outlets in the library are mostly loose, and my charger keeps falling out of the socket while I'm working.",Negative
"There is a lot of distracting noise coming from the construction site next to our classroom, and it's making it impossible to focus.",Negative
"The restrooms are frequently closed for ""maintenance"" during the busiest hours of the day, which is extremely inconvenient.",Negative
The whiteboard markers are always dried up and the department never seems to provide new ones for the instructors.,Negative
I find the overall lighting in the building very harsh and it gives me a headache after only a few hours of classes.,Negative
The computer screens in the lab are so dirty and smudged that it’s actually difficult to read the text on them.,Negative
I am disappointed by the lack of proper trash segregation on campus; all the waste ends up in one overflowing bin.,Negative
"The stairs leading to the second floor are too steep and lack proper grip, making them a major safety hazard.",Negative
"Our classroom is located right next to the busy road, and the sound of honking cars is a constant distraction during lectures.",Negative
"The lab benches are too high for the chairs provided, and my back really hurts after every three-hour practical session.",Negative
I am very unhappy with the Wi-Fi signal in the dormitories; it’s practically non-existent in the rooms where we actually need to study.,Negative
The air conditioning in the graduate library is so loud that it’s actually harder to study there than in the noisy canteen.,Negative
I am very disappointed with the Wi-Fi in the Engineering building; it barely works and constantly drops my connection during research.,Negative
The chairs in Room 104 are so old that the wooden armrests are splintering and have scratched several of my classmates.,Negative
It’s frustrating that the lighting in the back rows of the social hall is so dark that I can’t even see my own notes during the lecture.,Negative
The ventilation in our classroom is terrible; the windows are stuck and the ceiling fans are too weak to circulate any air.,Negative
"Our classroom whiteboard is so deeply scratched that the marker ink gets stuck in the grooves, making the text unreadable.",Negative
I find the acoustics in the mini-theater very poor; the sound from the speakers is muffled and very difficult to understand.,Negative
"The restrooms near the CBA building are always in a state of neglect, with no water and a very foul smell throughout the day.",Negative
"There aren't enough electrical outlets in the computer lab, and most of the ones available are loose and don't hold the plug.",Negative
It is very distracting when the classroom door won't close properly and keeps swinging open every time someone walks by in the hall.,Negative
The computer monitors in the IT department are extremely outdated and have a terrible flicker that gives me a headache.,Negative
I am very unsatisfied with the cleanliness of the desks; they are covered in old tape residue and ink stains that never get cleaned.,Negative
"The projectors frequently malfunction in the middle of our class, causing us to lose valuable time while the professor tries to fix them.",Negative
The soundproofing between the classrooms is non-existent; I can hear the entire lecture from the next room more clearly than my own.,Negative
It is extremely hot in the afternoons because our building has no shade and the sun hits our classroom windows directly.,Negative
I am frustrated that the campus Wi-Fi requires a login every ten minutes; it’s a major hassle when I’m trying to finish an online quiz.,Negative
"The water fountains near the gym are always broken, which is very inconvenient for students who have active physical education classes.",Negative
"The stairs in the Main Building are very uneven and steep, which feels quite dangerous when we are rushing between periods.",Negative
There is a constant buzzing noise from the old fluorescent lights in our room that makes it very hard to focus on the professor.,Negative
"Our lab benches are way too small for our equipment, and it’s very difficult to work safely when everything is so cramped together.",Negative
"I hate that there are no trash bins inside the classrooms, as it leads to people leaving their plastic bottles and papers under the desks.",Negative
The lack of working microphones in the large auditorium means we have to shout during our Q&A sessions just to be heard.,Negative
I am disappointed by the overall maintenance of the Annex building; the walls have peeling paint and there are cracks in the floor.,Negative
"The elevators are almost always ""under repair,"" which is a huge problem for students who have back-to-back classes on different floors.",Negative
There is a major mosquito problem in our ground floor classroom because the windows can't be closed and there are no screens.,Negative
The Wi-Fi signal in the student center is so weak that it’s practically useless for anything other than checking basic messages.,Negative
I hate how the wooden desks are so rough that they sometimes snag my sweater and cause damage to my clothes.,Negative
"The wall-mounted fans are extremely dusty and look like they haven't been cleaned in years, blowing dirt all over our hair.",Negative
The audio system in the seminar room is so distorted that it makes every video presentation sound like a bunch of static.,Negative
I am very unsatisfied with the cleanliness of the library; the floors are often sticky and the bookshelves are covered in thick dust.,Negative
"The electrical outlets in the student lounge are mostly broken, and the ones that do work are usually occupied by the same people.",Negative
"There is too much noise coming from the nearby construction site, and it’s making it almost impossible to concentrate during class.",Negative
The restrooms are often closed during the day for cleaning right when we have our ten-minute break between long lectures.,Negative
"The whiteboard markers are always running out of ink, and our professors often have to borrow markers from each other.",Negative
"I find the lighting in our building to be very poor and dim, which makes the whole place feel depressing and unwelcoming.",Negative
The computer screens in the lab have so many smudges and fingerprints that it’s hard to see the code I’m writing clearly.,Negative
I am disappointed by the lack of proper waste management on campus; the trash bins are always overflowing and smell terrible.,Negative
The stairs leading to our third-floor classroom are very narrow and get extremely crowded when multiple sections are dismissed.,Negative
"Our classroom is located right next to the cafeteria, and the smell of food and the noise of students are constant distractions.",Negative
"The lab stools are very uncomfortable and have no back support, making my back ache after every long practical exam.",Negative
I am very unhappy with the Wi-Fi signal in the dormitories; I can't even open my student portal to check my assignments at night.,Negative
"The classroom ceiling has several brown water stains, and I’m afraid it might leak on our laptops if it rains again today.",Negative
I find the overall temperature in our classroom to be far too humid because the ceiling fans are just too slow.,Negative
"The lab equipment provided is mostly defective, and we often have to share one working microscope between ten people.",Negative
Our room is located in a basement level that has a very strong smell of mold and dampness that never seems to go away.,Negative
The Wi-Fi bandwidth on campus is so limited that I can't even download a simple PDF file for my major subject.,Negative
I hate how the classroom desks are so small that I have to balance my notebook on my lap just to take notes.,Negative
The campus parking lot for students is very disorganized and doesn't have enough security to prevent theft or damage.,Negative
The projectors in our building are so outdated that they can't even connect to modern laptops without a bunch of adapters.,Negative
I am very unsatisfied with the overall state of the university gym; the equipment is rusted and the air is very stuffy.,Negative
"The air conditioning in the computer lab is always leaking, and I’m worried it will cause a short circuit in the units nearby.",Negative
I am very disappointed with the state of the library; the bookshelves are so dusty that I start sneezing as soon as I enter.,Negative
"Most of the armchairs in Room 205 have broken tabletops, which makes it nearly impossible to take notes during long lectures.",Negative
"The lighting in the corridor of the Arts building is very dim, and it feels quite unsafe when we have evening classes.",Negative
"The ventilation in the CED building is very poor, and the room becomes an oven during the peak afternoon heat.",Negative
"Our classroom whiteboard is so old that even after cleaning, you can still see the ghosting of the previous lectures.",Negative
I find the acoustics in the social hall terrible; there is such a heavy echo that I can't understand what the speaker is saying.,Negative
"The restrooms near our department are always out of water, making it a very unhygienic environment for the students.",Negative
"There are not enough electrical outlets in the study hall, forcing everyone to crowd around a single corner to charge their laptops.",Negative
It is extremely frustrating when the classroom door keeps creaking loudly every time someone enters late during a quiet exam.,Negative
"The computer units in the main lab take forever to boot up, and we end up losing half of our session just waiting for the OS.",Negative
I am very unsatisfied with the cleanliness of the desks; they are covered in ink stains and sticky residue that never gets cleaned.,Negative
"The projectors frequently overheat in the middle of our presentations, which is very disruptive and wastes our limited class time.",Negative
The soundproofing between rooms is non-existent; I can hear the lecture from the neighboring class more clearly than my own.,Negative
It is unbearable to stay in the classroom during the afternoon because the sun hits the windows directly and we have no curtains.,Negative
"I am frustrated by the campus Wi-Fi; it requires a login every time the screen goes dark, which is a major hassle during research.",Negative
"The water fountains near the Main Building are always out of order, forcing us to buy bottled water every single day.",Negative
The stairs in the Engineering building are very narrow and get dangerously crowded during the change of class periods.,Negative
There is a constant humming sound from the old electrical box in our room that makes it very difficult to concentrate.,Negative
"Our lab benches are way too small for the equipment we use, and it’s a struggle to conduct experiments safely in such a cramped space.",Negative
"I hate that there are no trash bins in the hallways, so litter often ends up piling up in the corners of our classrooms.",Negative
The lack of a working sound system in the large hall means we have to strain our ears to hear the guest speaker.,Negative
I am disappointed with the overall maintenance of the Annex building; the walls are peeling and the floor tiles are cracked.,Negative
"The elevators are almost always ""out of service,"" making it a real struggle to get to our fifth-floor classes on time.",Negative
There is a major mosquito problem in our ground-floor room because the windows don't have screens and must stay open for air.,Negative
The Wi-Fi signal in the student lounge is so weak that I can't even load my university portal to check my grades.,Negative
I hate how the wooden armchairs are so rough that they frequently snag my clothes and cause damage to my uniform.,Negative
"The ceiling fans are extremely dusty and look like they haven't been cleaned in years, which is bad for my allergies.",Negative
The audio quality in the multimedia room is terrible; everything sounds muffled and distorted during our film screenings.,Negative
I am very unsatisfied with the cleanliness of the library desks; they are usually sticky and covered in old pencil marks.,Negative
"The electrical outlets in the study center are mostly broken, and the ones that work are always taken by the same few people.",Negative
"There is too much noise coming from the ongoing construction nearby, and it’s making it almost impossible to follow the lecture.",Negative
"The restrooms are often closed for cleaning right during our short break, which is extremely inconvenient for everyone.",Negative
"The whiteboard markers provided are always dried up, and we end up wasting time waiting for the instructor to find a working one.",Negative
"I find the lighting in our building very harsh and fluorescent, which gives me a major headache by the end of the day.",Negative
The computer screens in the lab are so covered in smudges and fingerprints that it’s actually hard to see the text clearly.,Negative
I am disappointed by the lack of proper waste management on campus; the bins are always overflowing and smell very bad.,Negative
"The stairs leading to the second floor are too steep and have no grip, making them a serious tripping hazard when it's raining.",Negative
"Our classroom is located right next to the busy main road, and the constant traffic noise is a massive distraction.",Negative
"The lab stools are incredibly uncomfortable and provide zero back support, making my back ache after every three-hour session.",Negative
I am very unhappy with the Wi-Fi signal in the dormitories; it’s practically non-existent in the areas where we need to study.,Negative
"The classroom ceiling has several large water stains, and I’m afraid it might leak on our equipment if it rains again.",Negative
I find the overall temperature in our room to be far too humid because the ceiling fans rotate so slowly.,Negative
"The lab equipment provided is mostly defective, and we often have to share a single working microscope among eight students.",Negative
"Our room is located in the basement, which has a very strong and unpleasant smell of dampness that never goes away.",Negative
The Wi-Fi bandwidth on campus is so limited that I can't even download a small PDF file for my major subject.,Negative
I hate how the classroom desks are so small that I have to balance my notebook on my lap just to write properly.,Negative
The campus parking lot for students is very disorganized and lacks enough security to prevent frequent helmet theft.,Negative
The projectors in our building are so outdated that they can't even connect to our laptops without several different adapters.,Negative
I am very unsatisfied with the overall state of the university gym; the machines are rusted and the air is very stuffy.,Negative
The air conditioning in the Nursing lab is so weak that we are all sweating by the time the first hour of clinical duty is over.,Negative
I am very disappointed that the library Wi-Fi blocks access to several research databases we actually need for our thesis.,Negative
Most of the desks in the Social Science building are wobbly and make a loud banging noise every time someone tries to write.,Negative
The lighting in the basement classrooms is so yellow and dim that it makes me feel sleepy and unfocused during lectures.,Negative
The ventilation in the Main Building is terrible; the air feels stagnant and it’s very hard to breathe when the room is full.,Negative
"Our classroom whiteboard is peeling at the edges, and the markers don't even work on the rough surfaces anymore.",Negative
I find the acoustics in the AVR very frustrating because the speakers crackle and pop whenever the volume is turned up.,Negative
"The restrooms in the CBA wing have no working locks on the stalls, which is a total violation of our privacy as students.",Negative
"There are no electrical outlets available in the hallway study areas, so my laptop always dies before I can finish my work.",Negative
It is extremely annoying when the ceiling fan starts shaking violently and making a screeching sound in the middle of a quiet exam.,Negative
The computer units in the library are so filled with viruses and malware that I’m afraid to plug in my personal USB drive.,Negative
I am very unsatisfied with the cleanliness of the armchairs; they are covered in dust and old chewing gum stuck underneath.,Negative
The projectors in our building have a terrible yellow tint that makes it impossible to see the true colors of the design slides.,Negative
The walls are so thin that I can hear the students in the next room laughing and talking while I’m trying to take a major test.,Negative
It is impossible to sit comfortably in the afternoon because the heat coming from the unshaded windows is just too much to handle.,Negative
I am frustrated by the university Wi-Fi; it keeps redirecting me to a login page every time I switch between research tabs.,Negative
"The water dispensers are always empty by 10 AM, and it’s very annoying to have to walk to another building just for a drink.",Negative
The stairs in the old wing are crumbling and have many cracks that could easily cause someone to trip and get hurt.,Negative
There is a constant buzzing sound from the electrical panel in the back of the room that gives me a migraine every single class.,Negative
Our lab space is so crowded that we are constantly bumping into each other while handling sensitive chemical reagents.,Negative
"I hate that there are no trash bins near the student benches, so the whole area is always littered with empty food wrappers.",Negative
The lack of a proper PA system in the auditorium means that the people in the back can't hear any of the important announcements.,Negative
I am disappointed with the maintenance of the IT building; the floor tiles are coming loose and represent a serious safety hazard.,Negative
"The elevators are perpetually broken, and it’s exhausting to climb five floors in this Philippine heat just to attend a one-hour class.",Negative
There is a major mosquito problem in the night classes because the classroom windows must remain open for ventilation.,Negative
"The Wi-Fi signal in the Engineering lab is non-existent, making it impossible to use our cloud-based CAD software.",Negative
I hate how the wooden armchairs are so small that I can barely fit my laptop and a notebook on the surface.,Negative
The ceiling fans are so covered in thick black dust that I’m worried about the air quality inside our classroom.,Negative
The audio quality in the multimedia center is so distorted that we can't hear the dialogue in the educational films we watch.,Negative
I am very unsatisfied with the cleanliness of the hallway floors; they are often sticky and haven't been mopped in days.,Negative
"The electrical outlets in the computer room are mostly dead, and we have to share one working socket among four students.",Negative
"There is way too much noise from the ongoing construction project outside, and the dust is coming through the open windows.",Negative
"The restrooms are always being cleaned during the busiest ten-minute break, which is incredibly poor timing by the staff.",Negative
"The markers provided by the department are always dry, and the professor has to use their own personal markers most of the time.",Negative
"I find the lighting in the library way too harsh and bright, which causes a lot of glare on my laptop screen while I study.",Negative
